IngredientIdentifier,Name,Description,CASCODE,ECHA_LINK,EntityId,CategoryId,Carcinogens,EndocrineDisruptors,Allergen,SkinIrritant,Id,CreatedBy,CreatedOn,LastModifiedBy,LastModifiedOn,IsActive,column3
G04205,Amp-Acrylates Copolymer,,,,,1,FALSE,FALSE,FALSE,FALSE,11288,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R01546,Hdroxyacetophenone,,,,,4,FALSE,FALSE,FALSE,FALSE,11289,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R01547,Heartimonium Chloride,,,,,4,FALSE,FALSE,FALSE,FALSE,11290,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08151,HeidelbeerExtract*,,,,,1,FALSE,FALSE,FALSE,FALSE,11291,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08152,Heliance Annuus (Sunflower) Seed Oil*,,,,,1,FALSE,FALSE,FALSE,FALSE,11292,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08153,Heliance Annuusseed Oil,,,,,1,FALSE,FALSE,FALSE,FALSE,11293,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08154,Helianhus Annuus Seed Oil,,,,,1,FALSE,FALSE,FALSE,FALSE,11294,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08155,Helianthus Annus (Sunflower) Seed Oil,,,,,1,FALSE,FALSE,FALSE,FALSE,11295,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08156,Helianthus Annus Seed Cera,,,,,1,FALSE,FALSE,FALSE,FALSE,11296,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08157,Helianthus Annus Seed Oil,,,,,1,FALSE,FALSE,FALSE,FALSE,11297,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08158,Helianthus Annuss (Sunflower) Seed Oil*,,,,,1,FALSE,FALSE,FALSE,FALSE,11298,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08201,Hippophae Rhamnoides Fruit Water,,,,,1,FALSE,FALSE,FALSE,FALSE,11299,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08161,Helianthus Annuus (Sun_Ower) Seed Wax,,,,,1,FALSE,FALSE,FALSE,FALSE,11300,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08162,Helianthus Annuus (Sunflower) Seed Cera,,,,,1,FALSE,FALSE,FALSE,FALSE,11301,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08163,Helianthus Annuus (Sunflower) Seed Oded Ope ) **,,,,,1,FALSE,FALSE,FALSE,FALSE,11302,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08164,Helianthus Annuus (Sunflower) Seed Oil),,,,,1,FALSE,FALSE,FALSE,FALSE,11303,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08165,Helianthus Annuus (Sunflower) Seed Over)) Copaifa Offi Cinalis (Balm Copaiba) Oil,,,,,1,FALSE,FALSE,FALSE,FALSE,11304,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08166,Helianthus Annuus Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,11305,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08167,Helianthus Annuus Hybrid Oil (Helianthus Annuus (Sunflower) Seed Oil),,,,,1,FALSE,FALSE,FALSE,FALSE,11306,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08168,Helianthus Annuus Hydrogened Palm Glycerides Citrate Soy (Soybean) Oil,,,,,1,FALSE,FALSE,FALSE,FALSE,11307,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08169,Helianthus Annuus Oil,,,,,1,FALSE,FALSE,FALSE,FALSE,11308,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08170,Helianthus Annuus Seed Cera (Helianthus Annuus (Sunflower) Seed Wax),,,,,1,FALSE,FALSE,FALSE,FALSE,11309,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08171,Helianthus Annuus Seed Cera / Sunflower Seed Wax,,,,,1,FALSE,FALSE,FALSE,FALSE,11310,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08172,Helianthus Annuus Seed Ceria,,,,,1,FALSE,FALSE,FALSE,FALSE,11311,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08173,Helianthus Annuus Seed Oil (Organic Sunflower Oil),,,,,1,FALSE,FALSE,FALSE,FALSE,11312,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08174,Helianthus Annuus Seed Oil * Ingredients From Certified Organic Agriculture ** From Natural Essential Oils,,,,,1,FALSE,FALSE,FALSE,FALSE,11313,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08175,Helianthus Annuus Seed Oil / Sunflower Seed Oil,,,,,1,FALSE,FALSE,FALSE,FALSE,11314,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08176,Helianthus Annuus Seed Oil Sunflower Seed Oil,,,,,1,FALSE,FALSE,FALSE,FALSE,11315,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08177,Helianthus Annuus Seed Oil* Bestandteile,,,,,1,FALSE,FALSE,FALSE,FALSE,11316,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08178,Helianthus Annuus Seed Oil* Glycerin,,,,,1,FALSE,FALSE,FALSE,FALSE,11317,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08179,Helianthus Annuus Seed OilStift,,,,,1,FALSE,FALSE,FALSE,FALSE,11318,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08180,Helianthus Annuus Seed Oil/Sunflower Seed Oil,,,,,1,FALSE,FALSE,FALSE,FALSE,11319,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08181,Helianthus Annuus Seed Oilers Citrate,,,,,1,FALSE,FALSE,FALSE,FALSE,11320,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08182,Helianthus Annuus Seed Oils,,,,,1,FALSE,FALSE,FALSE,FALSE,11321,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08183,Helianthus Annuus Seeden Oil,,,,,1,FALSE,FALSE,FALSE,FALSE,11322,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08184,Helianthus Annuusseed Oil,,,,,1,FALSE,FALSE,FALSE,FALSE,11323,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08185,Helianthus Annuusseed Oil **,,,,,1,FALSE,FALSE,FALSE,FALSE,11324,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08186,Helianthus Anuus Hybrid Oil,,,,,1,FALSE,FALSE,FALSE,FALSE,11325,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08187,Helianthus Seed Cera **,,,,,1,FALSE,FALSE,FALSE,FALSE,11326,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08188,Helianthus Seed Oil,,,,,1,FALSE,FALSE,FALSE,FALSE,11327,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08189,Helianthusannuus Seed Oil / Sunflower Seed Oil,,,,,1,FALSE,FALSE,FALSE,FALSE,11328,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08190,Heliatehus Annuus) Oil,,,,,1,FALSE,FALSE,FALSE,FALSE,11329,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08191,Helichrysum Angustifolium Flower Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,11330,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R01548,Henaentrimonium Methosulfate,,,,,4,FALSE,FALSE,FALSE,FALSE,11331,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08192,Heterotheca Inuloides Flower Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,11332,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08193,Hibiscus Abelmoschus Seed Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,11333,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08194,Hibiscus Sabdariffa Fruit Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,11334,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08195,Hierochloe Odorata Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,11335,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08196,HimbeerExtract*,,,,,1,FALSE,FALSE,FALSE,FALSE,11336,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08197,HimbeersamenExtract*,,,,,1,FALSE,FALSE,FALSE,FALSE,11337,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08198,Hippophae Rhamnoides (Seabuckthorn Fruit) Oil,,,,,1,FALSE,FALSE,FALSE,FALSE,11338,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08199,Hippophae Rhamnoides (Seabuckthorn) Fruit Extract*,,,,,1,FALSE,FALSE,FALSE,FALSE,11339,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08200,Hippophae Rhamnoides Fruit Juice,,,,,1,FALSE,FALSE,FALSE,FALSE,11340,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08238,Kernel Oil,,,,,1,FALSE,FALSE,FALSE,FALSE,11341,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08203,Holunderbl�tenExtract*,,,,,1,FALSE,FALSE,FALSE,FALSE,11342,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08204,Holzessig Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,11343,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08205,Honey Extract (Mel,,,,,1,FALSE,FALSE,FALSE,FALSE,11344,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08206,Honey Extract (Mel),,,,,1,FALSE,FALSE,FALSE,FALSE,11345,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08207,Hordeum Vulgare Leaf Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,11346,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08208,Hoya Lacunosa Flower Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,11347,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08209,Humulus Lupulus (Hopf) Cone Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,11348,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08210,Humulus Lupulus (Hops) Cone Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,11349,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08211,Humulus Lupulus (Hops) Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,11350,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08212,Humulus Lupulus Flower Extract*,,,,,1,FALSE,FALSE,FALSE,FALSE,11351,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08213,Hyddrogenated Rapeseed Oil,,,,,1,FALSE,FALSE,FALSE,FALSE,11352,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R01549,Hydrogenated Acetophenone Oxymethylene Copolymer,,,,,4,FALSE,FALSE,FALSE,FALSE,11353,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R01550,Hydrogenated Acetophenone/Oxymethylene Copolyme,,,,,4,FALSE,FALSE,FALSE,FALSE,11354,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08214,Hydrogenated Cottonsed Oil,,,,,1,FALSE,FALSE,FALSE,FALSE,11355,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08215,Hydrogenated Gastor Oil,,,,,1,FALSE,FALSE,FALSE,FALSE,11356,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08216,Hydrogenated Olive Oil Unsaponifiable,,,,,1,FALSE,FALSE,FALSE,FALSE,11357,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08217,Hydrogenated Sybean Oil,,,,,1,FALSE,FALSE,FALSE,FALSE,11358,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08218,Hydrogenated Vegtable Oil,,,,,1,FALSE,FALSE,FALSE,FALSE,11359,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08219,Hydrogenatedcottonseed Oil,,,,,1,FALSE,FALSE,FALSE,FALSE,11360,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08220,Hydrogened Soybean Oil,,,,,1,FALSE,FALSE,FALSE,FALSE,11361,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08221,Hydrolyzed Chestnut Extract**,,,,,1,FALSE,FALSE,FALSE,FALSE,11362,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08222,Hydrolyzed Corallina Officinalis Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,11363,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08223,Hydrolyzed Opuntia Ficus-Indica Flower Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,11364,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08224,Hydrolyzed Pinus Sibirica Seedcake Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,11365,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R01551,Hydroxyplucosel Guar Hydroxypropyltrimonium Chloride,,,,,4,FALSE,FALSE,FALSE,FALSE,11366,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R01552,Hydroxyproplory Guar Hydroxyproploronium Chloride,,,,,4,FALSE,FALSE,FALSE,FALSE,11367,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R01553,Hydroxypropyl Guar Hydroxypropyltrimonium Chlori,,,,,4,FALSE,FALSE,FALSE,FALSE,11368,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R01554,Hydroxypropyl Guar Hydroxypropyltrimonium Chlorid,,,,,4,FALSE,FALSE,FALSE,FALSE,11369,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R01555,Hydroxypropyl Guar Hydroxypropyltrimonium Chlorides,,,,,4,FALSE,FALSE,FALSE,FALSE,11370,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R01556,Hydroxypropyl Guar Hydroxypropyltrimoniumchloride,,,,,4,FALSE,FALSE,FALSE,FALSE,11371,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R01557,Hydroxypropyl Oxidized Star Chloride,,,,,4,FALSE,FALSE,FALSE,FALSE,11372,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R01558,Hydroxypropyl Oxidized Starch Pg- Trimonium Chloride,,,,,4,FALSE,FALSE,FALSE,FALSE,11373,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R01559,Hydroxypropyltrimonium Chloride,,,,,4,FALSE,FALSE,FALSE,FALSE,11374,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R01560,Hyroxypropyl Guar Hydroxypropyltrimonium Chloride,,,,,4,FALSE,FALSE,FALSE,FALSE,11375,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08225,Inontus Obliquus (Mushroom) Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,11376,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08226,Integrifolia Seed Oil,,,,,1,FALSE,FALSE,FALSE,FALSE,11377,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08227,Invingia Gabonensis Kernel Butter,,,,,1,FALSE,FALSE,FALSE,FALSE,11378,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08228,Irvingia Gabonensis Kernel Butter,,,,,1,FALSE,FALSE,FALSE,FALSE,11379,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R01561,Isobutaneous,,,,,4,FALSE,FALSE,FALSE,FALSE,11380,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R01562,Isonyl Isonoat Phenoxyethanol,,,,,4,FALSE,FALSE,FALSE,FALSE,11381,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R01563,Isopropyl Titanium Triisostearate/Triethoxycaprylysilane Crosspolymer,,,,,4,FALSE,FALSE,FALSE,FALSE,11382,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R01564,Isopropyl Titanum Triisostearate,,,,,4,FALSE,FALSE,FALSE,FALSE,11383,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R01565,Isubutane,,,,,4,FALSE,FALSE,FALSE,FALSE,11384,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08229,Japonica Flower Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,11385,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08230,Jasminum Grandiflorum (Jasmin) Bl�tenExtract,,,,,1,FALSE,FALSE,FALSE,FALSE,11386,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08231,JohannisbeerExtract*,,,,,1,FALSE,FALSE,FALSE,FALSE,11387,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08232,Juglans Regia Seed Oil,,,,,1,FALSE,FALSE,FALSE,FALSE,11388,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08233,Juglans Regia Shell Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,11389,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08234,Juniperus Mexicana Wood Oil,,,,,1,FALSE,FALSE,FALSE,FALSE,11390,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08235,Junzerus Mexicana Oil,,,,,1,FALSE,FALSE,FALSE,FALSE,11391,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08236,Kakaobutter*,,,,,1,FALSE,FALSE,FALSE,FALSE,11392,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08237,Kappaphycus Alvarezii Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,11393,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08313,Melia Azadirachta (Neem) Seed Oil,,,,,1,FALSE,FALSE,FALSE,FALSE,11394,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08240,Kunzea Pomifera Fruit Powder,,,,,1,FALSE,FALSE,FALSE,FALSE,11395,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08241,Lactobacillus/ Ganoderma Lucidum Extract/ Lentinus Edodes Extract Ferment Filtrate,,,,,1,FALSE,FALSE,FALSE,FALSE,11396,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08242,Laminaria Digita Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,11397,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08243,Lamium Album Extract*,,,,,1,FALSE,FALSE,FALSE,FALSE,11398,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08244,Lamium Album Flower/Leaf/Stem Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,11399,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08245,Lanolin Lanoline Lanolin Oil,,,,,1,FALSE,FALSE,FALSE,FALSE,11400,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08246,Lanolin Liquda / Lanolin Oil,,,,,1,FALSE,FALSE,FALSE,FALSE,11401,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08247,Lanolin Liquda/Lanolin Oil,,,,,1,FALSE,FALSE,FALSE,FALSE,11402,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R01566,Laureth Sulfate,,,,,4,FALSE,FALSE,FALSE,FALSE,11403,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08248,Lauroyl Sarcosine Carica Papaya Fruit Extract* Bambusa Arundinacea Leaf Extract* Mangifera Indica Fruit Extract* Citrus Paradisi Peel Oil Hydroxypropyl Guar Hydroxy Hydroxy Hydroxy Hydroxy Levulinic Acid,,,,,1,FALSE,FALSE,FALSE,FALSE,11404,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08249,Laurus Nobil Simmomasis Seed Oil Oil,,,,,1,FALSE,FALSE,FALSE,FALSE,11405,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R01567,Lauryll Sulfate,,,,,4,FALSE,FALSE,FALSE,FALSE,11406,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08250,Lavandula Angustifolia (Lavender) Flower Leaf Extract (Apple) Fruit Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,11407,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08251,Lavandula Angustifolia Herb Oil,,,,,1,FALSE,FALSE,FALSE,FALSE,11408,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08252,Lavandula Angustifolia(Lavender)Oil,,,,,1,FALSE,FALSE,FALSE,FALSE,11409,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08253,Lavandula Stoechas Extract,,,,,1,FALSE,FALSE,FALSE,FALSE,11410,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08254,Lavendelbl�tenExtract*,,,,,1,FALSE,FALSE,FALSE,FALSE,11411,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08255,Lavendula Hybrida Grosso Herb Oil,,,,,1,FALSE,FALSE,FALSE,FALSE,11412,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08256,Lavendula Hybrida Herb Oil,,,,,1,FALSE,FALSE,FALSE,FALSE,11413,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08257,Lavendula Hybrida Oil,,,,,1,FALSE,FALSE,FALSE,FALSE,11414,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
R01568,Lecithi Sodium Sulfate,,,,,4,FALSE,FALSE,FALSE,FALSE,11415,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08258,Limnanthes Alba (Meadow-Foam) Seed Oil,,,,,1,FALSE,FALSE,FALSE,FALSE,11416,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
G08259,Limnanthes Alba Seed Oil / Meadowfoam Seed Oil,,,,,1,FALSE,FALSE,FALSE,FALSE,11417,system_user,2023-02-12 21:07:00.000 +0100,system_user,2023-02-12 21:07:00.000 +0100,TRUE,
